"","X","institute","title","abs"
"120",2,"Duke University","Serological response to Helicobacter pylori proteins associate with risk ofcolorectal cancer among diverse populations in the United States.","BACKGROUND & AIMS: Previous studies reported an association of the bacteriaHelicobacter pylori, the primary cause of gastric cancer, and risk of colorectalcancer (CRC). However, these findings have been inconsistent, appear to vary withpopulation characteristics, and may be specific for virulence factor VacA. Tomore thoroughly evaluate the potential association of H pylori antibodies withCRC risk, we assembled a large consortium of cohorts representing diversepopulations in the United States.METHODS: We used H pylori multiplex serologic assays to analyze serum samplesfrom  incident cases of CRC, collected before diagnosis, and  matchedindividuals without CRC (controls) from  prospective cohorts for antibodyresponses to  H pylori proteins, including virulence factors VacA and CagA. Theassociation of sero-positivity to H pylori proteins, as well as protein-specificantibody level, with odds of CRC was determined by conditional logisticregression.RESULTS: Overall % of controls and % of cases were H. pylori sero-positive(odds ratio [OR], .; % CI, .-.). H pylori VacA-specificsero-positivity was associated with an % increased odds of CRC (OR, .; %CI, .-.), and this association was particularly strong among AfricanAmericans (OR, .; % CI, .-.). Additionally, odds of CRC increased withlevel of VacA antibody in the overall cohort (P=.) and specifically amongAfrican Americans (P=.).CONCLUSION: In an analysis of a large consortium of cohorts representing diversepopulations, we found serologic responses to H pylori VacA to associate withincreased risk of CRC risk-particularly for African Americans. Future studiesshould seek to understand whether this marker is related to virulent H pyloristrains carried in these populations."
"121",2,"University of California","Local generation of hydrogen for enhanced photothermal therapy.","By delivering the concept of clean hydrogen energy and green catalysis to thebiomedical field, engineering of hydrogen-generating nanomaterials for treatmentof major diseases holds great promise. Leveraging virtue of versatile abilitiesof Pd hydride nanomaterials in high/stable hydrogen storage, self-catalytichydrogenation, near-infrared (NIR) light absorption and photothermal conversion,here we utilize the cubic PdH. nanocrystals for tumour-targeted andphotoacoustic imaging (PAI)-guided hydrogenothermal therapy of cancer. Thesynthesized PdH. nanocrystals have exhibited high intratumoural accumulationcapability, clear NIR-controlled hydrogen release behaviours, NIR-enhancedself-catalysis bio-reductivity, high NIR-photothermal effect and PAI performance.With these unique properties of PdH. nanocrystals, synergetic hydrogenothermaltherapy with limited systematic toxicity has been achieved by tumour-targeteddelivery and PAI-guided NIR-controlled release of bio-reductive hydrogen as wellas generation of heat. This hydrogenothermal approach has presenteda cancer-selective strategy for synergistic cancer treatment."
"122",1,"Duke University","The Changing Paradigms for Breast Cancer Surgery: Performing Fewer andLess-Invasive Operations.","Historically, through the conduct of prospective clinical trials, breast cancersurgeons have performed less radical breast and axillary surgeries with nosurvival decrement to our patients. Currently, other opportunities exist for thetreating breast surgeon to do less. Possibilities include active surveillance forductal carcinoma in situ, ablative therapy for small primary breast cancers,selective omission of a sentinel node biopsy, and selective elimination of breastsurgery after neoadjuvant systemic therapy. Breast surgeons must be leaders inthe development and testing of effective therapy with the least interventionpossible."
"123",3,"The University of Texas MD Anderson Cancer Center","The Changing Paradigms for Breast Cancer Surgery: Performing Fewer andLess-Invasive Operations.","Historically, through the conduct of prospective clinical trials, breast cancersurgeons have performed less radical breast and axillary surgeries with nosurvival decrement to our patients. Currently, other opportunities exist for thetreating breast surgeon to do less. Possibilities include active surveillance forductal carcinoma in situ, ablative therapy for small primary breast cancers,selective omission of a sentinel node biopsy, and selective elimination of breastsurgery after neoadjuvant systemic therapy. Breast surgeons must be leaders inthe development and testing of effective therapy with the least interventionpossible."
"124",2,"The University of Texas MD Anderson Cancer Center","Requirement for MUCAC in KRAS-dependent lung carcinogenesis.","With more than , deaths per year in the US alone, lung cancer has thehighest number of deaths for any cancer. These poor outcomes reflect a lack oftreatment for the most common form of lung cancer, non-small cell lung carcinoma(NSCLC). Lung adenocarcinoma (ADC) is the most prevalent subtype of NSCLC, withthe main oncogenic drivers being KRAS and epidermal growth factor receptor(EGFR). Whereas EGFR blockade has led to some success in lung ADC, effective KRASinhibition is lacking. KRAS-mutant ADCs are characterized by high levels ofgel-forming mucin expression, with the highest mucin levels corresponding toworse prognoses. Despite these well-recognized associations, little is knownabout roles for individual gel-forming mucins in ADC development causatively. Wehypothesized that MUCAC/Mucac, a mucin gene known to be commonly expressed inNSCLC, is crucial in KRAS/Kras-driven lung ADC. We found that MUCAC was asignificant determinant of poor prognosis, especially in patients withKRAS-mutant tumors. In addition, by using mice with lung ADC induced chemicallywith urethane or transgenically by mutant-Kras expression, we observedsignificantly reduced tumor development in animals lacking Mucac compared withcontrols. Collectively, these results provide strong support for MUCAC as apotential therapeutic target for lung ADC, a disease with few effectivetreatments."
"125",2,"The University of Texas MD Anderson Cancer Center","Breast cancer in adolescents and young adults.","Breast cancer is the most common cancer of adolescents and young adult (AYA)women aged  to  years, accounting for .% of all invasive breast cancer inwomen. In comparison with older women, AYAs are more likely to have familialcancer predisposition genes, larger breast tumors, unfavorable biologicalcharacteristics, distant metastatic disease at diagnosis, and adverse outcome.Endocrine therapy and some chemotherapy recommendations differ between young andolder women. AYAs require coordinated multidisciplinary care, treatment regimensthat minimize late effects such as premature menopause and osteoporosis, andproactive management of psychological and sexual health during and after cancertreatment."
"126",3,"Memorial Sloan Kettering Cancer Center","A Leukocyte Infiltration Score Defined by a Gene Signature Predicts MelanomaPatient Prognosis.","Melanoma is the most aggressive type of skin cancer in the United States with anincreasing incidence. Melanoma lesions often exhibit high immunogenicity, withinfiltrating immune cells playing important roles in regression of tumorsoccurring spontaneously or caused by therapeutic treatment. Computational andexperimental methods have been used to estimate the abundance of immune cells intumors, but their applications are limited by the requirement of large gene setsor multiple antibodies. Although the prognostic role of immune cells has beenappreciated, a systematic investigation of their association with clinicalfactors, genomic features, prognosis and treatment response in melanoma is stilllacking. This study, identifies a -gene signature based on RNA-seq data fromThe Cancer Genome Atlas (TCGA)-Skin Cutaneous Melanoma (TCGA-SKCM) dataset. Thissignature was used to calculate sample-specific Leukocyte Infiltration Scores(LIS) in six independent melanoma microarray datasets and scores were found tovary substantially between different melanoma lesion sites and molecularsubtypes. For metastatic melanoma, LIS was prognostic in all datasets with highLIS being associated with good survival. The current approach provided additionalprognostic information over established clinical factors, including age, tumorstage, and gender. In addition, LIS was predictive of patient survival in stageIII melanoma, and treatment efficacy of tumor-specific antigenvaccine.Implications: This study identifies a -gene signature that effectivelyestimates the level of immune cell infiltration in melanoma, which provides arobust biomarker for predicting patient prognosis. Mol Cancer Res; -. ©AACR."
"127",5,"Baylor College of Medicine","A Leukocyte Infiltration Score Defined by a Gene Signature Predicts MelanomaPatient Prognosis.","Melanoma is the most aggressive type of skin cancer in the United States with anincreasing incidence. Melanoma lesions often exhibit high immunogenicity, withinfiltrating immune cells playing important roles in regression of tumorsoccurring spontaneously or caused by therapeutic treatment. Computational andexperimental methods have been used to estimate the abundance of immune cells intumors, but their applications are limited by the requirement of large gene setsor multiple antibodies. Although the prognostic role of immune cells has beenappreciated, a systematic investigation of their association with clinicalfactors, genomic features, prognosis and treatment response in melanoma is stilllacking. This study, identifies a -gene signature based on RNA-seq data fromThe Cancer Genome Atlas (TCGA)-Skin Cutaneous Melanoma (TCGA-SKCM) dataset. Thissignature was used to calculate sample-specific Leukocyte Infiltration Scores(LIS) in six independent melanoma microarray datasets and scores were found tovary substantially between different melanoma lesion sites and molecularsubtypes. For metastatic melanoma, LIS was prognostic in all datasets with highLIS being associated with good survival. The current approach provided additionalprognostic information over established clinical factors, including age, tumorstage, and gender. In addition, LIS was predictive of patient survival in stageIII melanoma, and treatment efficacy of tumor-specific antigenvaccine.Implications: This study identifies a -gene signature that effectivelyestimates the level of immune cell infiltration in melanoma, which provides arobust biomarker for predicting patient prognosis. Mol Cancer Res; -. ©AACR."
"128",3,"Duke University","Promoting Accrual of Older Patients with Cancer to Clinical Trials: An Alliancefor Clinical Trials in Oncology Member Survey (A).","BACKGROUND: There are multiple known individual- and practice-level barriers toenrollment of older patients with cancer to clinical trials, but little is knownabout how the clinical research workforce feels about potential higher-levelstrategy changes aimed to promote increased enrollment of older patients.SUBJECTS, MATERIALS, AND METHODS: We invited all , Alliance for ClinicalTrials in Oncology (""Alliance"") members to participate in an anonymous, web-basedsurvey to examine awareness of current accrual patterns for older patients toclinical trials, to ascertain consensus on how to tackle enrollment challenges,and to provide the impetus for high-level changes to improve clinical trialaccrual of older patients with cancer.RESULTS: During the period from February , , to June , , ,Alliance members participated (response rate = %), including a national diversesample of physicians, nurses, administrative/clinical research staff, and patientadvocates with representation from community, academic, and rural sites. Overall,one third felt that >% of clinical trial enrollees should be age ≥, and .%felt the Alliance could improve upon enrollment of older patients. The four mostcommonly ranked strategies to improve enrollment of older patients were creatingmore dedicated trials for this population (.%), minimizing exclusion criteriafocused on comorbidity (.%), developing independent strategies for those aged≥ and for those aged ≥ (.%), and requiring that most/all Alliance trialshave a specific expansion cohort of older patients (.%).CONCLUSION: We anticipate that the recommendations from >, Alliance memberswill continue to propel important strategy changes aimed to improve accrual ofolder patients with cancer to clinical trials.IMPLICATIONS FOR PRACTICE: This survey of the Alliance for Clinical Trialsmembership sought opinions on potential, large-scale, national strategies toimprove accrual of older adults with cancer. Consensus was found around multiplestrategies, including creating more dedicated trials for older patients,developing less stringent eligibility criteria, and mandating expansion cohortsof older patients within broader Alliance trials. It is anticipated that therecommendations from >, Alliance members will continue to propel importantstrategy changes aimed to improve accrual of older patients with cancer toclinical trials."
"129",5,"Harvard Medical School","Multiparametric Magnetic Resonance Imaging for Bladder Cancer: Development ofVI-RADS (Vesical Imaging-Reporting And Data System).","CONTEXT: Management of bladder cancer (BC) is primarily driven by stage, grade,and biological potential. Knowledge of each is derived using clinical,histopathological, and radiological investigations. This multimodal approachreduces the risk of error from one particular test, but may present a stagingdilemma when results conflict. Multiparametric magnetic resonance imaging (mpMRI)may improve patient care through imaging of the bladder with better resolution ofthe tissue planes than computed tomography and without radiation exposure.OBJECTIVE: To define a standardized approach to imaging and reporting mpMRI forBC, by developing a VI-RADS score.EVIDENCE ACQUISITION: We created VI-RADS (Vesical Imaging-Reporting And DataSystem) through consensus using existing literature.EVIDENCE SYNTHESIS: We describe standard imaging protocols and reporting criteria(including size, location, multiplicity, and morphology) for bladder mpMRI. Wepropose a five-point VI-RADS score, derived using T-weighted MRI,diffusion-weighted imaging, and dynamic contrast enhancement, which suggests therisks of muscle invasion. We include sample images used to understand VI-RADS.CONCLUSIONS: We hope that VI-RADS will standardize reporting, facilitatecomparisons between patients, and in future years, will be tested and refined ifnecessary. While we do not advocate mpMRI for all patients with BC, this imagingmay compliment pathology or reduce radiation-based imaging. Bladder mpMRI may bemost useful in patients with non-muscle-invasive cancers, in expediting radicaltreatment or for determining response to bladder-sparing approaches.PATIENT SUMMARY: Magnetic resonance imaging (MRI) scans for bladder cancer arebecoming more common and may provide accurate information that helps improvepatient care. Here, we describe a standardized reporting criterion for bladderMRI. This should improve communication between doctors and allow bettercomparisons between patients."
"130",8,"Baylor College of Medicine","Multiparametric Magnetic Resonance Imaging for Bladder Cancer: Development ofVI-RADS (Vesical Imaging-Reporting And Data System).","CONTEXT: Management of bladder cancer (BC) is primarily driven by stage, grade,and biological potential. Knowledge of each is derived using clinical,histopathological, and radiological investigations. This multimodal approachreduces the risk of error from one particular test, but may present a stagingdilemma when results conflict. Multiparametric magnetic resonance imaging (mpMRI)may improve patient care through imaging of the bladder with better resolution ofthe tissue planes than computed tomography and without radiation exposure.OBJECTIVE: To define a standardized approach to imaging and reporting mpMRI forBC, by developing a VI-RADS score.EVIDENCE ACQUISITION: We created VI-RADS (Vesical Imaging-Reporting And DataSystem) through consensus using existing literature.EVIDENCE SYNTHESIS: We describe standard imaging protocols and reporting criteria(including size, location, multiplicity, and morphology) for bladder mpMRI. Wepropose a five-point VI-RADS score, derived using T-weighted MRI,diffusion-weighted imaging, and dynamic contrast enhancement, which suggests therisks of muscle invasion. We include sample images used to understand VI-RADS.CONCLUSIONS: We hope that VI-RADS will standardize reporting, facilitatecomparisons between patients, and in future years, will be tested and refined ifnecessary. While we do not advocate mpMRI for all patients with BC, this imagingmay compliment pathology or reduce radiation-based imaging. Bladder mpMRI may bemost useful in patients with non-muscle-invasive cancers, in expediting radicaltreatment or for determining response to bladder-sparing approaches.PATIENT SUMMARY: Magnetic resonance imaging (MRI) scans for bladder cancer arebecoming more common and may provide accurate information that helps improvepatient care. Here, we describe a standardized reporting criterion for bladderMRI. This should improve communication between doctors and allow bettercomparisons between patients."
"131",12,"University of Chicago","Multiparametric Magnetic Resonance Imaging for Bladder Cancer: Development ofVI-RADS (Vesical Imaging-Reporting And Data System).","CONTEXT: Management of bladder cancer (BC) is primarily driven by stage, grade,and biological potential. Knowledge of each is derived using clinical,histopathological, and radiological investigations. This multimodal approachreduces the risk of error from one particular test, but may present a stagingdilemma when results conflict. Multiparametric magnetic resonance imaging (mpMRI)may improve patient care through imaging of the bladder with better resolution ofthe tissue planes than computed tomography and without radiation exposure.OBJECTIVE: To define a standardized approach to imaging and reporting mpMRI forBC, by developing a VI-RADS score.EVIDENCE ACQUISITION: We created VI-RADS (Vesical Imaging-Reporting And DataSystem) through consensus using existing literature.EVIDENCE SYNTHESIS: We describe standard imaging protocols and reporting criteria(including size, location, multiplicity, and morphology) for bladder mpMRI. Wepropose a five-point VI-RADS score, derived using T-weighted MRI,diffusion-weighted imaging, and dynamic contrast enhancement, which suggests therisks of muscle invasion. We include sample images used to understand VI-RADS.CONCLUSIONS: We hope that VI-RADS will standardize reporting, facilitatecomparisons between patients, and in future years, will be tested and refined ifnecessary. While we do not advocate mpMRI for all patients with BC, this imagingmay compliment pathology or reduce radiation-based imaging. Bladder mpMRI may bemost useful in patients with non-muscle-invasive cancers, in expediting radicaltreatment or for determining response to bladder-sparing approaches.PATIENT SUMMARY: Magnetic resonance imaging (MRI) scans for bladder cancer arebecoming more common and may provide accurate information that helps improvepatient care. Here, we describe a standardized reporting criterion for bladderMRI. This should improve communication between doctors and allow bettercomparisons between patients."
"132",6,"Harvard Medical School","The Effect of Digital Breast Tomosynthesis Adoption on Facility-Level BreastCancer Screening Volume.","OBJECTIVE: The purpose of this study was to determine whether digital breasttomosynthesis (DBT) adoption was associated with a decrease in screeningmammography capacity across Breast Cancer Screening Consortium facilities, givenconcerns about increasing imaging and interpretation times associated with DBT.SUBJECTS AND METHODS: Facility characteristics and examination volume data werecollected prospectively from Breast Cancer Screening Consortium facilities thatadopted DBT between  and . Interrupted time series analyses using Poissonregression models in which facility was considered a random effect were used toevaluate differences between monthly screening volumes during the -monthpreadoption period and the -month postadoption period (with the two periodsseparated by a -month lag) and to test for changes in month-to-monthfacility-level screening volume during the preadoption and postadoption periods.RESULTS: Across five regional breast imaging registries,  of  facilities(.%) adopted DBT for screening between  and . Most had no academicaffiliation (.% [/]), were nonprofit (.% [/]), and were generalradiology practices (.% [/]). Facility-level monthly screening volumeswere slightly higher during the postadoption versus preadoption periods (relativerisk [RR], .; % CI, .-.). Monthly screening volumes remainedrelatively stable within the preadoption period (RR, . per month; % CI.-. per month) and the postadoption period (RR, .; % CI, .-. permonth).CONCLUSION: In a cohort of facilities with varied characteristics, monthlyscreening examination volumes did not decrease after DBT adoption."
"133",10,"University of California","The Effect of Digital Breast Tomosynthesis Adoption on Facility-Level BreastCancer Screening Volume.","OBJECTIVE: The purpose of this study was to determine whether digital breasttomosynthesis (DBT) adoption was associated with a decrease in screeningmammography capacity across Breast Cancer Screening Consortium facilities, givenconcerns about increasing imaging and interpretation times associated with DBT.SUBJECTS AND METHODS: Facility characteristics and examination volume data werecollected prospectively from Breast Cancer Screening Consortium facilities thatadopted DBT between  and . Interrupted time series analyses using Poissonregression models in which facility was considered a random effect were used toevaluate differences between monthly screening volumes during the -monthpreadoption period and the -month postadoption period (with the two periodsseparated by a -month lag) and to test for changes in month-to-monthfacility-level screening volume during the preadoption and postadoption periods.RESULTS: Across five regional breast imaging registries,  of  facilities(.%) adopted DBT for screening between  and . Most had no academicaffiliation (.% [/]), were nonprofit (.% [/]), and were generalradiology practices (.% [/]). Facility-level monthly screening volumeswere slightly higher during the postadoption versus preadoption periods (relativerisk [RR], .; % CI, .-.). Monthly screening volumes remainedrelatively stable within the preadoption period (RR, . per month; % CI.-. per month) and the postadoption period (RR, .; % CI, .-. permonth).CONCLUSION: In a cohort of facilities with varied characteristics, monthlyscreening examination volumes did not decrease after DBT adoption."
"134",1,"Duke University Medical Center","The vitamin D receptor gene as a determinant of survival in pancreatic cancerpatients: Genomic analysis and experimental validation.","PURPOSE: Advanced pancreatic cancer is a highly refractory disease almost alwaysassociated with survival of little more than a year. New interventions based onnovel targets are needed. We aim to identify new genetic determinants of overallsurvival (OS) in patients after treatment with gemcitabine using genome-widescreens of germline DNA. We aim also to support these findings with in vitrofunctional analysis.PATIENTS AND METHODS: Genome-wide screens of germline DNA in two independentcohorts of pancreatic cancer patients (from the Cancer and Leukemia Group B(CALGB)  and the Mayo Clinic) were used to select new genes associated withOS. The vitamin D receptor gene (VDR) was selected, and the interactions ofgenetic variation in VDR with circulating vitamin D levels and gemcitabinetreatment were evaluated. Functional effects of common VDR variants were alsoevaluated in experimental assays in human cell lines.RESULTS: The rs variant in VDR was associated with OS in patients fromboth the Mayo Clinic (HR ., % CI .-., p = .) and CALGB  (HR., .-., p = .). rs interacted with high pre-treatment levelsof -hydroxyvitamin D ((OH)D, a measure of endogenous vitamin D) (p = .for interaction) and with gemcitabine treatment (p = . for interaction) toconfer increased OS. rs increased transcriptional activity in luciferaseassays and reduced the binding of the IRF transcription factor.CONCLUSION: Our findings propose VDR as a novel determinant of survival inadvanced pancreatic cancer patients. Common functional variation in this genemight interact with endogenous vitamin D and gemcitabine treatment to determineimproved patient survival. These results support evidence for a modulatory roleof the vitamin D pathway for the survival of advanced pancreatic cancer patients."
"135",6,"University of Chicago","The vitamin D receptor gene as a determinant of survival in pancreatic cancerpatients: Genomic analysis and experimental validation.","PURPOSE: Advanced pancreatic cancer is a highly refractory disease almost alwaysassociated with survival of little more than a year. New interventions based onnovel targets are needed. We aim to identify new genetic determinants of overallsurvival (OS) in patients after treatment with gemcitabine using genome-widescreens of germline DNA. We aim also to support these findings with in vitrofunctional analysis.PATIENTS AND METHODS: Genome-wide screens of germline DNA in two independentcohorts of pancreatic cancer patients (from the Cancer and Leukemia Group B(CALGB)  and the Mayo Clinic) were used to select new genes associated withOS. The vitamin D receptor gene (VDR) was selected, and the interactions ofgenetic variation in VDR with circulating vitamin D levels and gemcitabinetreatment were evaluated. Functional effects of common VDR variants were alsoevaluated in experimental assays in human cell lines.RESULTS: The rs variant in VDR was associated with OS in patients fromboth the Mayo Clinic (HR ., % CI .-., p = .) and CALGB  (HR., .-., p = .). rs interacted with high pre-treatment levelsof -hydroxyvitamin D ((OH)D, a measure of endogenous vitamin D) (p = .for interaction) and with gemcitabine treatment (p = . for interaction) toconfer increased OS. rs increased transcriptional activity in luciferaseassays and reduced the binding of the IRF transcription factor.CONCLUSION: Our findings propose VDR as a novel determinant of survival inadvanced pancreatic cancer patients. Common functional variation in this genemight interact with endogenous vitamin D and gemcitabine treatment to determineimproved patient survival. These results support evidence for a modulatory roleof the vitamin D pathway for the survival of advanced pancreatic cancer patients."
"136",1,"Duke University","Predictors of Physical and Functional Loss in Advanced-Stage Lung Cancer PatientsReceiving Platinum Chemotherapy.","INTRODUCTION: Muscle wasting has detrimental effects, including increasedmortality. Identifying patients at risk can guide treatment efforts.METHODS: POWER  and  were randomized, double-blind, placebo-controlled,multinational phase III trials that studied  patients with lung cancer at thestart of chemotherapy; the studies' aim was to assess the efficacy of enobosarmon prevention and treatment of muscle loss. We performed a secondary analysisrestricted to the control group, using a cumulative logit model for ordinaloutcome to determine which baseline characteristics predicted physical andfunctional loss during chemotherapy.RESULTS: In all, % of patients had loss of lean body mass and % had loss ofstair climb power (SCP) at day  of treatment. Of the  patients who receivedplacebo,  with observable outcome and baseline covariates were included forlean body mass analysis and  for SCP analysis. More advanced disease predicteda higher probability of greater physical loss (OR = .; % confidence interval[CI]: .-.). Three factors predicted higher probability of SCP loss: taxanechemotherapy (OR = .; % CI: .-.), tobacco use before chemotherapy(OR = ., % CI: .-.), and SCP at baseline (OR = ., % CI:.-.). Higher body mass index was a protective factor for functional loss(OR = .; % CI: .-.). A higher Eastern Cooperative Oncology GroupPerformance Status trended toward being predictive of greater probability of bothphysical loss (.) and functional loss (.), but the results were notstatistically significant.CONCLUSIONS: Approximately % of patients with advanced lung cancer who wereundergoing chemotherapy had ongoing loss of muscle mass and muscle function.Advanced stage predicted physical loss. Tobacco use and taxane chemotherapypredicted functional loss. Body mass index was a protective factor for functionalloss. We identified predictors of physical and functional loss that could be usedas therapeutic targets or to guide treatment efforts."
"137",1,"Duke University","Examining potential gaps in supportive medication use for US and foreign-bornHispanic women with breast cancer.","BACKGROUND: Compared to non-Hispanic Whites, Hispanic women are more likely toreport pain, depression, and other mental health concerns. However, little isknown about Hispanic women's use of supportive medications, and whether usediffers depending on nativity (US- vs. foreign-born). This study's objectiveswere to examine patterns of supportive medication use and investigate potentialdifferences by ethnicity/nativity among women with breast cancer.METHODS: We used the Surveillance, Epidemiology, and End Results data linked withMedicare claims to identify women diagnosed with incident breast cancer betweenJuly , , and December , . Supportive medication use (opioid pain andnon-opioid psychotropic medications) in the  days after diagnosis was theprimary outcome. We categorized ethnicity/nativity as US-Born non-Hispanic,US-born Hispanic, foreign-born non-Hispanic, and foreign-born Hispanic. ModifiedPoisson models examined associations between ethnicity/nativity and medicationuse, adjusting for tumor, treatment, and demographic characteristics.RESULTS: We included , women, of whom % were US-born non-Hispanics, %US-born Hispanics, % foreign-born non-Hispanics, and % foreign-born Hispanics.Supportive medication use varied by ethnicity/nativity. Compared to US-bornnon-Hispanics, foreign-born Hispanics and non-Hispanics were % (% CI.-.) and % (% CI .-.) less likely to receive supportivemedications, respectively. US-born Hispanics were % (% CI .-.) morelikely to receive supportive medications. Observed differences persisted whenanalyses were limited to stage I-III breast cancer cases.CONCLUSIONS: This work highlights potential disparities in the pharmacologictreatment of psychosocial needs of foreign-born breast cancer patients. Futurestudies should explore if differences observed here are reflective of healthdisparities or differential patient preferences."
"138",7,"National Cancer Institute","Family history of colorectal cancer in first-degree relatives and metachronouscolorectal adenoma.","OBJECTIVES: Little is known about the relationship between having a first-degreerelative (FDR) with colorectal cancer (CRC) and risk for metachronous colorectaladenoma (CRA) following polypectomy.METHODS: We pooled data from seven prospective studies of  patients withpreviously resected CRAs to quantify the relationship between having a FDR withCRC and risk for metachronous adenoma.RESULTS: Compared with having no family history of CRC, a positive family historyin any FDR was significantly associated with increased odds of developing anymetachronous CRA (OR = .; % CI = .-.). Higher odds of CRA wereobserved among individuals with an affected mother (OR = .; %CI = .-.) or sibling (OR = .; % CI = .-.) as compared with thosewithout, whereas no association was shown for individuals with an affectedfather. Odds of having a metachronous CRA increased with number of affected FDRs,with ORs (% CIs) of . (.-.) for one relative and . (.-.) fortwo or more. Younger age of diagnosis of a sibling was associated with higherodds of metachronous CRA, with ORs (% CIs) of . (.-.) for diagnosis at< years; . (.-.) for - years; and . (.-.) for > years(p-trend = .). Although limited by sample size, results for advancedmetachronous CRA were similar to those for any metachronous CRA.CONCLUSIONS: A family history of CRC is related to a modestly increased odds ofmetachronous CRA. Future research should explore whether having a FDR with CRC,particularly at a young age, should have a role in risk stratification forsurveillance colonoscopy."
"139",2,"The University of Texas MD Anderson Cancer Center","T-cell Homing Therapy for Reducing Regulatory T Cells and Preserving EffectorT-cell Function in Large Solid Tumors.","Purpose: Infused autologous tumor-infiltrating lymphocytes (TIL) andtumor-targeted chimeric antigen receptor (CAR) T cells typically surroundmalignant lesions or penetrate small tumor nodules but fail to penetrate largesolid tumors, significantly compromising their antitumor impact. Strategies toovercome this primary challenge are largely required.Experimental Design: Wetested the effects of IL plus doxorubicin on T-cell penetration and efficacy insolid tumors in a murine lung cancer model, a murine breast carcinoma lungmetastasis model, and two human xenograft tumor models bearing large tumors (>mm).Results: Intriguingly, this simple approach increased the numbers, thedistribution, and the depth of penetration of infused CD+ T cells in thesetumors, including both TILs and CAR T cells. This combined treatment halted tumorprogression and significantly extended survival time. Studies of the underlyingmechanism revealed multiple effects. First, the combined treatment maintained thehigh ratios of immune-stimulatory receptors to immune-inhibitory receptors oninfiltrated CD+ T cells, reduced the accumulation of immunosuppressiveregulatory T cells, and enhanced the numbers of T-bet+ effector T cells in thetumors. Second, doxorubicin induced chemokines CXCL and CXCL, which mayattract NKGD+CD+ T cells to tumors, and this effect was boosted by IL-inducedIFNγ accumulation in tumors, promoting the penetration of NKGD+CD+ Tcells.Conclusions: The deep penetration of infused T cells associated withcombined IL plus doxorubicin yielded striking therapeutic effects in murine andhuman xenograft solid tumors. This approach might broaden the application ofT-cell therapy to a wider range of solid tumors. Clin Cancer Res; ();-. © AACRSee related commentary by Berraondo et al., p. ."
"140",4,"University of Washington","The Effect of Endoscopic Surveillance in Patients With Barrett's Esophagus: ASystematic Review and Meta-analysis.","BACKGROUND & AIMS: Guidelines recommend endoscopic surveillance of patients withBarrett's esophagus (BE) to identify those with dysplasia (a precursor ofcarcinoma) or early-stage esophageal adenocarcinoma (EAC) who can be treatedendoscopically. However, it is unclear whether surveillance increases survivaltimes of patients with BE. We performed a systematic review and meta-analysis toqualitatively and quantitatively examine evidence for the association ofendoscopic surveillance in patients with BE with survival and other outcomes.METHODS: We searched publication databases for studies reporting the effects ofendoscopic surveillance on mortality and other EAC-related outcomes. We reviewedrandomized controlled trials, case-control studies, studies comparing patientswith BE who received regular surveillance with those who did not receive regularsurveillance, and studies comparing outcomes of patients withsurveillance-detected EAC vs symptom-detected EACs. We performed a meta-analysisof surveillance studies to generate summary estimates using a random effectsmodel. The primary aim was to examine the association of BE surveillance onEAC-related mortality. Secondary aims were to examine the association of BEsurveillance with all-cause mortality and EAC stage at time of diagnosis.RESULTS: A single case-control study did not show any association betweensurveillance and EAC-related mortality. A meta-analysis of  cohort studies foundthat lower EAC-related and all-cause mortality were associated with regularsurveillance (relative risk, .; % CI, .-.; hazard ratio, .; % CI,.-.). Meta-analysis of  cohort studies showed lower EAC-related andall-cause mortality among patients with surveillance-detected EAC vssymptom-detected EAC (relative risk, .; % CI, .-.; hazard ratio, .;% CI, .-.). Lead- and length-time bias adjustment substantiallyattenuated/eliminated the observed benefits. Surveillance was associated withdetection of EAC at earlier stages. A randomized trial is underway to evaluatethe effects of endoscopic surveillance on mortality in patients with BE.CONCLUSIONS: In a systematic review and meta-analysis of the effects ofsurveillance in patients with BE, surveillance as currently performed wasassociated with detection of earlier-stage EAC and may provide a small survivalbenefit. However, the effects of confounding biases on these estimates are notfully defined and may completely or partially explain the observed differencesbetween surveyed and unsurveyed patients."
